Datum,Verzija,Modra_Stran,Rdeca_Stran,Zmagovalec,Modri_Igralci,Rdeci_Igralci,Liga
2018-10-13,8.19,Team Liquid,MAD Team,Team Liquid,"['Impact', ' Xmithie', ' Pobelter', ' Doublelift', ' Olleh']","['Liang', ' Kongyue', ' Uniboy', ' Breeze', ' K']",International
2018-10-13,8.19,G-Rex,Fnatic,Fnatic,"['PK', ' Empt2y', ' Candy', ' Stitch', ' Koala']","['Bwipo', ' Broxah', ' Caps', ' Rekkles', ' Hylissang']",International
2018-10-13,8.19,Invictus Gaming,100 Thieves,Invictus Gaming,"['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['Ssumday', ' AnDa', ' Ryu', ' Rikara', ' aphromoo']",International
2018-10-13,8.19,G2 Esports,Flash Wolves,G2 Esports,"['Wunder', ' Jankos', ' Perkz', ' Hjarnan', ' Wadid']","['Hanabi', ' Moojin', ' Maple', ' Betty', ' SwordArt']",International
2018-10-13,8.19,Afreeca Freecs,Phong Vũ Buffalo,Afreeca Freecs,"['Kiin', ' Mowgli', ' Kuro', ' Kramer', ' TusiN']","['Zeros', ' Meliodas', ' Naul', ' BigKoro', ' Palette']",International
2018-10-12,8.19,Cloud9,Gen.G,Gen.G,"['Licorice', ' Blaber', ' Jensen', ' Sneaky', ' Zeyzal']","['CuVee', ' Haru', ' Crown', ' Ruler', ' CoreJJ']",International
2018-10-12,8.19,Royal Never Give Up,Team Vitality,Royal Never Give Up,"['Letme', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']","['Cabochard', ' Kikis', ' Jiizuke', ' Attila', ' Jactroll']",International
2018-10-12,8.19,100 Thieves,G-Rex,100 Thieves,"['Ssumday', ' AnDa', ' Ryu', ' Rikara', ' aphromoo']","['PK', ' baybay', ' Candy', ' Stitch', ' Koala']",International
2018-10-12,8.19,Fnatic,Invictus Gaming,Invictus Gaming,"['sOAZ', ' Broxah', ' Caps', ' Rekkles', ' Hylissang']","['Duke', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2018-10-12,8.19,Team Liquid,EDward Gaming,EDward Gaming,"['Impact', ' Xmithie', ' Pobelter', ' Doublelift', ' Olleh']","['Ray', ' Clearlove', ' Scout', ' iBoy', ' Meiko']",International
2018-10-12,8.19,MAD Team,KT Rolster,KT Rolster,"['Liang', ' Kongyue', ' Uniboy', ' Breeze', ' K']","['Smeb', ' Score', ' Ucal', ' Deft', ' Mata']",International
2018-10-11,8.19,Gen.G,Royal Never Give Up,Royal Never Give Up,"['CuVee', ' Haru', ' Crown', ' Ruler', ' CoreJJ']","['Letme', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']",International
2018-10-11,8.19,Team Vitality,Cloud9,Cloud9,"['Cabochard', ' Kikis', ' Jiizuke', ' Attila', ' Jactroll']","['Licorice', ' Svenskeren', ' Jensen', ' Sneaky', ' Zeyzal']",International
2018-10-11,8.19,Invictus Gaming,G-Rex,Invictus Gaming,"['Duke', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['PK', ' baybay', ' Candy', ' Stitch', ' Koala']",International
2018-10-11,8.19,100 Thieves,Fnatic,Fnatic,"['Ssumday', ' AnDa', ' Ryu', ' Rikara', ' aphromoo']","['sOAZ', ' Broxah', ' Caps', ' Rekkles', ' Hylissang']",International
2018-10-11,8.19,Phong Vũ Buffalo,G2 Esports,Phong Vũ Buffalo,"['Zeros', ' Meliodas', ' Naul', ' BigKoro', ' Palette']","['Wunder', ' Jankos', ' Perkz', ' Hjarnan', ' Wadid']",International
2018-10-11,8.19,Flash Wolves,Afreeca Freecs,Flash Wolves,"['Hanabi', ' Moojin', ' Maple', ' Betty', ' SwordArt']","['Kiin', ' Spirit', ' Kuro', ' Kramer', ' TusiN']",International
2018-10-10,8.19,Gen.G,Team Vitality,Team Vitality,"['CuVee', ' Haru', ' Crown', ' Ruler', ' CoreJJ']","['Cabochard', ' Kikis', ' Jiizuke', ' Attila', ' Jactroll']",International
2018-10-10,8.19,Royal Never Give Up,Cloud9,Royal Never Give Up,"['Letme', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']","['Licorice', ' Svenskeren', ' Jensen', ' Sneaky', ' Zeyzal']",International
2018-10-10,8.19,Afreeca Freecs,G2 Esports,G2 Esports,"['Kiin', ' Spirit', ' Kuro', ' Kramer', ' TusiN']","['Wunder', ' Jankos', ' Perkz', ' Hjarnan', ' Wadid']",International
2018-10-10,8.19,Phong Vũ Buffalo,Flash Wolves,Flash Wolves,"['Zeros', ' Meliodas', ' Naul', ' BigKoro', ' Palette']","['Hanabi', ' Moojin', ' Maple', ' Betty', ' SwordArt']",International
2018-10-10,8.19,EDward Gaming,MAD Team,EDward Gaming,"['Ray', ' Haro', ' Scout', ' iBoy', ' Meiko']","['Liang', ' Kongyue', ' Uniboy', ' Breeze', ' K']",International
2018-10-10,8.19,KT Rolster,Team Liquid,KT Rolster,"['Smeb', ' Score', ' Ucal', ' Deft', ' Mata']","['Impact', ' Xmithie', ' Pobelter', ' Doublelift', ' Olleh']",International
2019-11-10,9.19,FunPlus Phoenix,G2 Esports,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-11-10,9.19,G2 Esports,FunPlus Phoenix,FunPlus Phoenix,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-11-10,9.19,FunPlus Phoenix,G2 Esports,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-11-03,9.19,G2 Esports,SK Telecom T1,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Khan', ' Clid', ' Faker', ' Teddy', ' Mata']",International
2019-11-03,9.19,SK Telecom T1,G2 Esports,G2 Esports,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-11-03,9.19,G2 Esports,SK Telecom T1,SK Telecom T1,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']",International
2019-11-03,9.19,SK Telecom T1,G2 Esports,G2 Esports,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-11-02,9.19,Invictus Gaming,FunPlus Phoenix,FunPlus Phoenix,"['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-11-02,9.19,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-11-02,9.19,Invictus Gaming,FunPlus Phoenix,Invictus Gaming,"['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-11-02,9.19,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-10-27,9.19,G2 Esports,DAMWON Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-27,9.19,G2 Esports,DAMWON Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-27,9.19,G2 Esports,DAMWON Gaming,DAMWON Gaming,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-27,9.19,G2 Esports,DAMWON Gaming,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-27,9.19,SK Telecom T1,Splyce,SK Telecom T1,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-27,9.19,SK Telecom T1,Splyce,Splyce,"['Khan', ' Clid', ' Faker', ' Teddy', ' Mata']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-27,9.19,SK Telecom T1,Splyce,SK Telecom T1,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-27,9.19,Splyce,SK Telecom T1,SK Telecom T1,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']",International
2019-10-26,9.19,FunPlus Phoenix,Fnatic,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",International
2019-10-26,9.19,FunPlus Phoenix,Fnatic,Fnatic,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",International
2019-10-26,9.19,Fnatic,FunPlus Phoenix,FunPlus Phoenix,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-10-26,9.19,FunPlus Phoenix,Fnatic,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",International
2019-10-26,9.19,Griffin (Korean Team),Invictus Gaming,Invictus Gaming,"['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']","['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-10-26,9.19,Invictus Gaming,Griffin (Korean Team),Griffin (Korean Team),"['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']",International
2019-10-26,9.19,Griffin (Korean Team),Invictus Gaming,Invictus Gaming,"['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']","['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-10-26,9.19,Invictus Gaming,Griffin (Korean Team),Invictus Gaming,"['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']",International
2019-10-20,9.19,Invictus Gaming,Team Liquid,Invictus Gaming,"['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']","['Impact', ' Xmithie', ' Jensen', ' Doublelift', ' CoreJJ']",International
2019-10-20,9.19,DAMWON Gaming,Ahq eSports Club,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']","['Ziv', ' Alex', ' Apex', ' Wako', ' Ysera']",International
2019-10-20,9.19,DAMWON Gaming,Invictus Gaming,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']","['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-10-20,9.19,Team Liquid,Ahq eSports Club,Team Liquid,"['Impact', ' Xmithie', ' Jensen', ' Doublelift', ' CoreJJ']","['Ziv', ' Alex', ' Rainbow', ' Wako', ' Ysera']",International
2019-10-20,9.19,Team Liquid,DAMWON Gaming,DAMWON Gaming,"['Impact', ' Xmithie', ' Jensen', ' Doublelift', ' CoreJJ']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-20,9.19,Ahq eSports Club,Invictus Gaming,Invictus Gaming,"['Ziv', ' Alex', ' Rainbow', ' Wako', ' Ysera']","['TheShy', ' Ning', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-10-19,9.19,Fnatic,Royal Never Give Up,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Langx', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']",International
2019-10-19,9.19,SK Telecom T1,Clutch Gaming,SK Telecom T1,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Huni', ' Lira', ' Damonte', ' Cody Sun', ' Vulcan']",International
2019-10-19,9.19,Clutch Gaming,Royal Never Give Up,Royal Never Give Up,"['Huni', ' Lira', ' Damonte', ' Cody Sun', ' Vulcan']","['Langx', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']",International
2019-10-19,9.19,SK Telecom T1,Fnatic,Fnatic,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",International
2019-10-19,9.19,Clutch Gaming,Fnatic,Fnatic,"['Huni', ' Lira', ' Damonte', ' Cody Sun', ' Vulcan']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",International
2019-10-19,9.19,Royal Never Give Up,SK Telecom T1,SK Telecom T1,"['Langx', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']","['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']",International
2019-10-18,9.19,G2 Esports,Griffin (Korean Team),Griffin (Korean Team),"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']",International
2019-10-18,9.19,G2 Esports,Griffin (Korean Team),Griffin (Korean Team),"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']",International
2019-10-18,9.19,Hong Kong Attitude,Cloud9,Cloud9,"['3Z', ' Crash', ' M1ssion', ' Unified', ' Kaiwing']","['Licorice', ' Blaber', ' Nisqy', ' Deftly', ' Zeyzal']",International
2019-10-18,9.19,Cloud9,G2 Esports,G2 Esports,"['Licorice', ' Svenskeren', ' Nisqy', ' Sneaky', ' Zeyzal']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-10-18,9.19,Hong Kong Attitude,Griffin (Korean Team),Griffin (Korean Team),"['3Z', ' Crash', ' M1ssion', ' Unified', ' Kaiwing']","['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']",International
2019-10-18,9.19,G2 Esports,Hong Kong Attitude,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['3Z', ' Crash', ' M1ssion', ' Unified', ' Kaiwing']",International
2019-10-18,9.19,Griffin (Korean Team),Cloud9,Griffin (Korean Team),"['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']","['Licorice', ' Svenskeren', ' Nisqy', ' Sneaky', ' Zeyzal']",International
2019-10-17,9.19,FunPlus Phoenix,Splyce,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-17,9.19,FunPlus Phoenix,J Team,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Rest', ' Hana', ' FoFo', ' Lilv', ' Koala']",International
2019-10-17,9.19,Splyce,GAM Esports,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Zeros', ' Levi', ' Kiaya', ' Zin', ' Slay']",International
2019-10-17,9.19,Splyce,FunPlus Phoenix,Splyce,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-10-17,9.19,GAM Esports,J Team,J Team,"['Zeros', ' Levi', ' Kiaya', ' Zin', ' Slay']","['Rest', ' Hana', ' FoFo', ' Lilv', ' Koala']",International
2019-10-17,9.19,J Team,Splyce,Splyce,"['Rest', ' Hana', ' FoFo', ' Lilv', ' Koala']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-17,9.19,GAM Esports,FunPlus Phoenix,FunPlus Phoenix,"['Zeros', ' Levi', ' Kiaya', ' Zin', ' Slay']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-10-15,9.19,Hong Kong Attitude,G2 Esports,G2 Esports,"['3Z', ' Crash', ' M1ssion', ' Unified', ' Kaiwing']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-10-15,9.19,Cloud9,Griffin (Korean Team),Griffin (Korean Team),"['Licorice', ' Blaber', ' Nisqy', ' Sneaky', ' Zeyzal']","['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']",International
2019-10-15,9.19,Splyce,J Team,J Team,"['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']","['Rest', ' Hana', ' FoFo', ' Lilv', ' Koala']",International
2019-10-15,9.19,FunPlus Phoenix,GAM Esports,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Zeros', ' Levi', ' Kiaya', ' Zin', ' Slay']",International
2019-10-15,9.19,Clutch Gaming,SK Telecom T1,SK Telecom T1,"['Huni', ' Lira', ' Damonte', ' Cody Sun', ' Vulcan']","['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']",International
2019-10-15,9.19,Royal Never Give Up,Fnatic,Royal Never Give Up,"['Langx', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']","['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']",International
2019-10-14,9.19,G2 Esports,Cloud9,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Licorice', ' Blaber', ' Nisqy', ' Sneaky', ' Zeyzal']",International
2019-10-14,9.19,Griffin (Korean Team),Hong Kong Attitude,Griffin (Korean Team),"['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']","['3Z', ' Crash', ' M1ssion', ' Unified', ' Kaiwing']",International
2019-10-14,9.19,J Team,GAM Esports,GAM Esports,"['Rest', ' Hana', ' FoFo', ' Lilv', ' Koala']","['Zeros', ' Levi', ' Kiaya', ' Zin', ' Slay']",International
2019-10-14,9.19,FunPlus Phoenix,Splyce,FunPlus Phoenix,"['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-14,9.19,Ahq eSports Club,Team Liquid,Team Liquid,"['Ziv', ' Alex', ' Rainbow', ' Wako', ' Ysera']","['Impact', ' Xmithie', ' Jensen', ' Doublelift', ' CoreJJ']",International
2019-10-14,9.19,Invictus Gaming,DAMWON Gaming,DAMWON Gaming,"['TheShy', ' Leyan', ' Rookie', ' JackeyLove', ' Baolan']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-13,9.19,Cloud9,Hong Kong Attitude,Cloud9,"['Licorice', ' Svenskeren', ' Nisqy', ' Sneaky', ' Zeyzal']","['3Z', ' Crash', ' M1ssion', ' Unified', ' Kaiwing']",International
2019-10-13,9.19,Griffin (Korean Team),G2 Esports,G2 Esports,"['Sword', ' Tarzan', ' Chovy', ' Viper', ' Lehends']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2019-10-13,9.19,Ahq eSports Club,DAMWON Gaming,DAMWON Gaming,"['Ziv', ' Alex', ' Rainbow', ' Wako', ' Ysera']","['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']",International
2019-10-13,9.19,Team Liquid,Invictus Gaming,Invictus Gaming,"['Impact', ' Xmithie', ' Jensen', ' Doublelift', ' CoreJJ']","['TheShy', ' Leyan', ' Rookie', ' JackeyLove', ' Baolan']",International
2019-10-13,9.19,Fnatic,Clutch Gaming,Fnatic,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Huni', ' Lira', ' Damonte', ' Cody Sun', ' Vulcan']",International
2019-10-13,9.19,SK Telecom T1,Royal Never Give Up,SK Telecom T1,"['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']","['Langx', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']",International
2019-10-12,9.19,GAM Esports,Splyce,Splyce,"['Zeros', ' Levi', ' Kiaya', ' Zin', ' Hieu3']","['Vizicsacsi', ' Xerxe', ' Humanoid', ' Kobbe', ' Norskeren']",International
2019-10-12,9.19,J Team,FunPlus Phoenix,J Team,"['Rest', ' Hana', ' FoFo', ' Lilv', ' Koala']","['GimGoon', ' Tian', ' Doinb', ' Lwx', ' Crisp']",International
2019-10-12,9.19,DAMWON Gaming,Team Liquid,Team Liquid,"['Nuguri', ' Canyon', ' ShowMaker', ' Nuclear', ' BeryL']","['Impact', ' Xmithie', ' Jensen', ' Doublelift', ' CoreJJ']",International
2019-10-12,9.19,Invictus Gaming,Ahq eSports Club,Invictus Gaming,"['TheShy', ' Leyan', ' Rookie', ' JackeyLove', ' Baolan']","['Ziv', ' Alex', ' Rainbow', ' Wako', ' Ysera']",International
2019-10-12,9.19,Royal Never Give Up,Clutch Gaming,Royal Never Give Up,"['Langx', ' Karsa', ' Xiaohu', ' Uzi', ' Ming']","['Huni', ' Lira', ' Damonte', ' Cody Sun', ' Vulcan']",International
2019-10-12,9.19,Fnatic,SK Telecom T1,SK Telecom T1,"['Bwipo', ' Broxah', ' Nemesis', ' Rekkles', ' Hylissang']","['Khan', ' Clid', ' Faker', ' Teddy', ' Effort']",International
2020-10-31,10.19,DAMWON Gaming,Suning,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-31,10.19,Suning,DAMWON Gaming,DAMWON Gaming,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-31,10.19,DAMWON Gaming,Suning,Suning,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-31,10.19,DAMWON Gaming,Suning,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-25,10.19,Suning,Top Esports,Suning,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2020-10-25,10.19,Top Esports,Suning,Suning,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-25,10.19,Suning,Top Esports,Top Esports,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2020-10-25,10.19,Top Esports,Suning,Suning,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-24,10.19,DAMWON Gaming,G2 Esports,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-24,10.19,G2 Esports,DAMWON Gaming,DAMWON Gaming,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-24,10.19,DAMWON Gaming,G2 Esports,G2 Esports,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-24,10.19,G2 Esports,DAMWON Gaming,DAMWON Gaming,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-18,10.19,G2 Esports,Gen.G,G2 Esports,"['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']","['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']",International
2020-10-18,10.19,Gen.G,G2 Esports,G2 Esports,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-18,10.19,Gen.G,G2 Esports,G2 Esports,"['Rascal', ' Clid', ' Bdd', ' Ruler', ' Life']","['Wunder', ' Jankos', ' Caps', ' Perkz', ' Mikyx']",International
2020-10-17,10.19,Fnatic,Top Esports,Top Esports,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2020-10-17,10.19,Fnatic,Top Esports,Top Esports,"['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']","['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']",International
2020-10-17,10.19,Top Esports,Fnatic,Top Esports,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",International
2020-10-17,10.19,Top Esports,Fnatic,Fnatic,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",International
2020-10-17,10.19,Top Esports,Fnatic,Fnatic,"['369', ' Karsa', ' knight', ' JackeyLove', ' yuyanjia']","['Bwipo', ' Selfmade', ' Nemesis', ' Rekkles', ' Hylissang']",International
2020-10-16,10.19,JD Gaming,Suning,Suning,"['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-16,10.19,JD Gaming,Suning,Suning,"['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']","['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']",International
2020-10-16,10.19,Suning,JD Gaming,Suning,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']",International
2020-10-16,10.19,Suning,JD Gaming,JD Gaming,"['Bin', ' SofM', ' Angel', ' huanfeng', ' SwordArt']","['Zoom', ' Kanavi', ' Yagao', ' LokeN', ' LvMao']",International
2020-10-15,10.19,DRX,DAMWON Gaming,DAMWON Gaming,"['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-15,10.19,DRX,DAMWON Gaming,DAMWON Gaming,"['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']","['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']",International
2020-10-15,10.19,DAMWON Gaming,DRX,DAMWON Gaming,"['Nuguri', ' Canyon', ' ShowMaker', ' Ghost', ' BeryL']","['Doran', ' Pyosik', ' Chovy', ' Deft', ' Keria']",International
